pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp,player_id,season
56,BOS,Jabari Bird,California,1.0,13,115,39.0,19.0,8.0,0.577,0.429,0.462,8.8,3.0,1.5,0.6,0.2,0.098,-3.1,0.0,birdja01,2017
57,BRK,Sasha Vezenkov,,1.0,42,511,225.0,96.0,19.0,0.44,0.375,0.8,12.2,5.4,2.3,0.5,1.0,0.098,-0.9,0.1,vezenal01,2017
58,NYK,Ognjen Jaramaz,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jaramog01,2017
59,SAS,Jaron Blossomgame,Clemson,1.0,27,439,114.0,98.0,13.0,0.443,0.256,0.769,16.3,4.2,3.6,0.5,0.3,0.03,-3.8,-0.2,blossja01,2017
60,ATL,Alpha Kaba,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kabaal01,2017
1,PHO,Deandre Ayton,Arizona,6.0,358,11066,5966.0,3761.0,585.0,0.592,0.244,0.761,30.9,16.7,10.5,1.6,34.8,0.151,1.0,8.3,aytonde01,2018
2,SAC,Marvin Bagley III,Duke,6.0,258,6209,3343.0,1805.0,242.0,0.518,0.296,0.692,24.1,13.0,7.0,0.9,12.0,0.093,-1.6,0.6,baglema01,2018
3,ATL,Luka Dončić,,6.0,400,13943,11470.0,3472.0,3317.0,0.47,0.347,0.747,34.9,28.7,8.7,8.3,51.2,0.176,7.8,34.3,doncilu01,2018
4,MEM,Jaren Jackson Jr.,Michigan State,6.0,333,9432,5877.0,1841.0,454.0,0.46,0.345,0.795,28.3,17.6,5.5,1.4,22.4,0.114,0.6,6.3,jacksja02,2018
5,DAL,Trae Young,Oklahoma,6.0,407,13883,10379.0,1451.0,3868.0,0.436,0.355,0.873,34.1,25.5,3.6,9.5,37.6,0.13,3.0,17.5,youngtr01,2018
6,ORL,Mo Bamba,Texas,6.0,332,5702,2323.0,1835.0,288.0,0.478,0.361,0.681,17.2,7.0,5.5,0.9,14.6,0.123,0.1,3.0,bambamo01,2018
7,CHI,Wendell Carter Jr.,Duke,6.0,315,8689,3947.0,2681.0,631.0,0.517,0.334,0.727,27.6,12.5,8.5,2.0,22.5,0.124,-0.1,4.2,cartewe01,2018
8,CLE,Collin Sexton,Alabama,6.0,344,10399,6499.0,973.0,1241.0,0.469,0.383,0.834,30.2,18.9,2.8,3.6,13.4,0.062,-1.5,1.3,sextoco01,2018
9,NYK,Kevin Knox,Kentucky,6.0,306,5522,2276.0,876.0,228.0,0.392,0.341,0.723,18.0,7.4,2.9,0.7,0.7,0.006,-4.5,-3.5,knoxke01,2018
10,PHI,Mikal Bridges,Villanova,6.0,474,15478,6760.0,1948.0,1211.0,0.48,0.375,0.846,32.7,14.3,4.1,2.6,36.3,0.113,0.9,11.4,bridgmi01,2018
11,CHO,Shai Gilgeous-Alexander,Kentucky,6.0,386,12693,8810.0,1832.0,1876.0,0.496,0.349,0.852,32.9,22.8,4.7,4.9,43.6,0.165,4.3,20.2,gilgesh01,2018
12,LAC,Miles Bridges,Michigan State,5.0,360,11041,5342.0,2146.0,887.0,0.47,0.347,0.813,30.7,14.8,6.0,2.5,18.2,0.079,-0.4,4.4,bridgmi02,2018
13,LAC,Jerome Robinson,Boston College,4.0,135,1685,545.0,214.0,136.0,0.361,0.297,0.711,12.5,4.0,1.6,1.0,-0.2,-0.004,-4.8,-1.2,robinje01,2018
14,DEN,Michael Porter Jr.,Missouri,5.0,268,7443,4199.0,1669.0,320.0,0.499,0.41,0.807,27.8,15.7,6.2,1.2,20.1,0.13,0.9,5.5,portemi01,2018
15,WAS,Troy Brown Jr.,Oregon,6.0,356,6778,2196.0,1288.0,508.0,0.423,0.351,0.783,19.0,6.2,3.6,1.4,8.6,0.061,-1.8,0.4,browntr01,2018
16,PHO,Zhaire Smith,Texas Tech,2.0,13,143,48.0,15.0,12.0,0.378,0.316,0.667,11.0,3.7,1.2,0.9,0.0,0.011,-6.1,-0.1,smithzh01,2018
17,MIL,Donte DiVincenzo,Villanova,6.0,354,9004,3746.0,1555.0,974.0,0.428,0.376,0.771,25.4,10.6,4.4,2.8,20.0,0.107,1.0,6.7,divindo01,2018
18,SAS,Lonnie Walker IV,Miami (FL),6.0,322,6548,3171.0,728.0,468.0,0.422,0.356,0.795,20.3,9.8,2.3,1.5,4.6,0.033,-2.5,-0.9,walkelo01,2018
19,ATL,Kevin Huerter,Maryland,6.0,413,11887,4920.0,1433.0,1258.0,0.444,0.382,0.766,28.8,11.9,3.5,3.0,17.2,0.07,-0.8,3.5,huertke01,2018
20,MIN,Josh Okogie,Georgia Tech,6.0,376,7327,2358.0,1117.0,447.0,0.402,0.293,0.748,19.5,6.3,3.0,1.2,10.3,0.067,-2.1,-0.2,okogijo01,2018
21,UTA,Grayson Allen,Duke,6.0,339,8683,3570.0,1022.0,675.0,0.452,0.412,0.866,25.6,10.5,3.0,2.0,20.0,0.111,0.0,4.5,allengr01,2018
22,CHI,Chandler Hutchison,Boise State,4.0,103,1790,558.0,376.0,79.0,0.442,0.309,0.643,17.4,5.4,3.7,0.8,1.1,0.03,-3.9,-0.9,hutchch01,2018
23,IND,Aaron Holiday,UCLA,6.0,386,6574,2557.0,631.0,817.0,0.419,0.38,0.854,17.0,6.6,1.6,2.1,8.1,0.059,-2.1,-0.2,holidaa01,2018
24,POR,Anfernee Simons,,6.0,319,8128,4489.0,784.0,928.0,0.432,0.386,0.873,25.5,14.1,2.5,2.9,8.6,0.051,-1.5,1.1,simonan01,2018
25,LAL,Moritz Wagner,Michigan,6.0,333,5487,2942.0,1288.0,397.0,0.521,0.32,0.82,16.5,8.8,3.9,1.2,14.9,0.13,-0.1,2.6,wagnemo01,2018
26,PHI,Landry Shamet,Wichita State,6.0,348,7627,3027.0,601.0,570.0,0.408,0.384,0.84,21.9,8.7,1.7,1.6,12.1,0.076,-2.0,0.0,shamela01,2018
27,BOS,Robert Williams,Texas A&M,6.0,215,4403,1575.0,1485.0,304.0,0.729,0.0,0.66,20.5,7.3,6.9,1.4,22.6,0.246,4.8,7.5,williro04,2018
28,GSW,Jacob Evans,Cincinnati,2.0,59,622,168.0,66.0,54.0,0.337,0.315,0.833,10.5,2.8,1.1,0.9,-0.6,-0.047,-7.4,-0.8,evansja02,2018
29,BRK,Džanan Musa,,2.0,49,526,211.0,91.0,45.0,0.376,0.227,0.726,10.7,4.3,1.9,0.9,0.0,0.003,-4.6,-0.4,musadz01,2018
30,ATL,Omari Spellman,Villanova,2.0,95,1691,642.0,413.0,94.0,0.417,0.366,0.766,17.8,6.8,4.3,1.0,2.4,0.068,-1.5,0.2,spellom01,2018
31,PHO,Elie Okobo,,2.0,108,1677,523.0,188.0,242.0,0.395,0.315,0.737,15.5,4.8,1.7,2.2,0.5,0.014,-4.1,-0.9,okoboel01,2018
32,MEM,Jevon Carter,West Virginia,6.0,376,5958,1992.0,648.0,611.0,0.396,0.383,0.798,15.8,5.3,1.7,1.6,8.2,0.066,-1.4,0.8,carteje01,2018
33,DAL,Jalen Brunson,Villanova,6.0,422,11939,7131.0,1362.0,1974.0,0.489,0.391,0.824,28.3,16.9,3.2,4.7,37.2,0.15,2.1,12.4,brunsja01,2018
34,ATL,Devonte' Graham,Kansas,6.0,336,8359,3733.0,758.0,1448.0,0.371,0.354,0.812,24.9,11.1,2.3,4.3,12.7,0.073,-0.5,3.2,grahade01,2018
35,ORL,Melvin Frazier,Tulane,3.0,32,290,87.0,28.0,5.0,0.34,0.209,0.533,9.1,2.7,0.9,0.2,-0.4,-0.062,-10.0,-0.6,frazime01,2018
36,NYK,Mitchell Robinson,,6.0,320,7832,2549.0,2538.0,199.0,0.701,0.0,0.518,24.5,8.0,7.9,0.6,33.9,0.207,2.1,8.1,robinmi01,2018
37,SAC,Gary Trent Jr.,Duke,6.0,341,9805,4874.0,815.0,512.0,0.422,0.386,0.819,28.8,14.3,2.4,1.5,15.8,0.077,-1.0,2.4,trentga02,2018
38,PHI,Khyri Thomas,Creighton,3.0,39,409,160.0,39.0,36.0,0.388,0.316,0.75,10.5,4.1,1.0,0.9,0.5,0.058,-2.7,-0.1,thomakh01,2018
39,PHI,Isaac Bonga,,4.0,143,1871,439.0,320.0,118.0,0.432,0.3,0.759,13.1,3.1,2.2,0.8,1.7,0.044,-3.6,-0.7,bongais01,2018
40,BRK,Rodions Kurucs,,3.0,131,2103,780.0,406.0,113.0,0.444,0.329,0.739,16.1,6.0,3.1,0.9,2.3,0.052,-2.8,-0.4,kurucro01,2018
41,ORL,Jarred Vanderbilt,Kentucky,6.0,273,5594,1661.0,1744.0,395.0,0.568,0.29,0.645,20.5,6.1,6.4,1.4,15.4,0.132,0.2,3.0,vandeja01,2018
42,DET,Bruce Brown,Miami (FL),6.0,416,10454,3705.0,1765.0,1033.0,0.481,0.337,0.764,25.1,8.9,4.2,2.5,19.3,0.088,-1.3,1.9,brownbr01,2018
43,DEN,Justin Jackson,Maryland,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jacksju02,2018
44,WAS,Issuf Sanon,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sanonis01,2018
45,BRK,Hamidou Diallo,Kentucky,6.0,265,4918,2272.0,1009.0,283.0,0.495,0.274,0.623,18.6,8.6,3.8,1.1,6.2,0.06,-2.1,-0.1,diallha01,2018
46,HOU,De'Anthony Melton,USC,6.0,350,8026,3169.0,1296.0,971.0,0.41,0.369,0.782,22.9,9.1,3.7,2.8,14.1,0.084,0.6,5.3,meltode01,2018
47,LAL,Svi Mykhailiuk,Kansas,6.0,293,4626,1835.0,499.0,386.0,0.404,0.363,0.76,15.8,6.3,1.7,1.3,4.2,0.044,-2.4,-0.4,mykhasv01,2018
48,MIN,Keita Bates-Diop,Ohio State,6.0,283,4566,1697.0,848.0,241.0,0.474,0.333,0.751,16.1,6.0,3.0,0.9,7.4,0.078,-1.6,0.5,bateske01,2018
49,SAS,Chimezie Metu,USC,6.0,260,3565,1522.0,908.0,197.0,0.495,0.298,0.787,13.7,5.9,3.5,0.8,5.7,0.076,-1.6,0.3,metuch01,2018
50,IND,Alize Johnson,Missouri State,5.0,76,568,189.0,228.0,32.0,0.481,0.227,0.711,7.5,2.5,3.0,0.4,1.3,0.108,-2.4,-0.1,johnsal02,2018
51,NOP,Tony Carr,Penn State,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carrto01,2018
52,UTA,Vince Edwards,Purdue,1.0,2,16,3.0,2.0,0.0,0.25,0.25,0.0,8.0,1.5,1.0,0.0,0.0,-0.014,-6.4,0.0,edwarvi01,2018
53,OKC,Devon Hall,Virginia,1.0,11,81,20.0,7.0,13.0,0.2,0.235,0.5,7.4,1.8,0.6,1.2,-0.2,-0.116,-6.7,-0.1,hallde01,2018
54,DAL,Shake Milton,SMU,6.0,302,5861,2584.0,679.0,754.0,0.451,0.358,0.827,19.4,8.6,2.2,2.5,10.4,0.085,-2.0,0.0,miltosh01,2018
55,CHO,Arnoldas Kulboka,,1.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,-0.217,-21.8,0.0,kulboar01,2018
56,PHI,Ray Spalding,Louisville,2.0,16,167,58.0,52.0,5.0,0.529,0.0,0.286,10.4,3.6,3.3,0.3,0.1,0.024,-6.2,-0.2,spaldra01,2018
57,OKC,Kevin Hervey,UT Arlington,1.0,10,52,17.0,12.0,5.0,0.259,0.15,0.0,5.2,1.7,1.2,0.5,-0.1,-0.085,-5.1,0.0,herveke01,2018
58,DEN,Thomas Welsh,UCLA,1.0,11,36,18.0,4.0,5.0,0.538,0.429,0.5,3.3,1.6,0.4,0.5,0.1,0.162,1.2,0.0,welshth01,2018
59,PHO,George King,Colorado,2.0,5,25,1.0,6.0,0.0,0.0,0.0,0.5,5.0,0.2,1.2,0.0,-0.1,-0.225,-17.2,-0.1,kingge03,2018
60,PHI,Kostas Antetokounmpo,Dayton,3.0,22,87,21.0,23.0,3.0,0.375,0.0,0.474,4.0,1.0,1.0,0.1,-0.2,-0.098,-9.9,-0.2,antetko01,2018
1,NOP,Zion Williamson,Duke,4.0,184,5857,4542.0,1199.0,761.0,0.592,0.341,0.695,31.8,24.7,6.5,4.1,21.7,0.178,4.6,9.8,willizi01,2019
2,MEM,Ja Morant,Murray State,5.0,257,8282,5783.0,1243.0,1903.0,0.472,0.318,0.755,32.2,22.5,4.8,7.4,20.5,0.119,2.8,10.1,moranja01,2019
3,NYK,RJ Barrett,Duke,5.0,329,10945,6070.0,1784.0,962.0,0.435,0.346,0.71,33.3,18.4,5.4,2.9,10.9,0.048,-2.1,-0.4,barrerj01,2019
4,LAL,De'Andre Hunter,Virginia,5.0,263,8080,3751.0,1078.0,405.0,0.447,0.363,0.811,30.7,14.3,4.1,1.5,7.6,0.045,-3.2,-2.5,huntede01,2019
5,CLE,Darius Garland,Vanderbilt,5.0,307,10392,5660.0,801.0,2052.0,0.448,0.384,0.864,33.9,18.4,2.6,6.7,16.5,0.076,-0.3,4.3,garlada01,2019
6,PHO,Jarrett Culver,Texas Tech,4.0,144,2480,934.0,402.0,173.0,0.401,0.276,0.509,17.2,6.5,2.8,1.2,-0.1,-0.001,-4.5,-1.6,culveja01,2019
7,CHI,Coby White,UNC,5.0,348,10116,4896.0,1266.0,1288.0,0.427,0.369,0.848,29.1,14.1,3.6,3.7,13.5,0.064,-1.7,0.8,whiteco01,2019
8,ATL,Jaxson Hayes,Texas,5.0,311,4929,2111.0,1174.0,201.0,0.636,0.268,0.707,15.8,6.8,3.8,0.6,16.4,0.16,-0.4,2.0,hayesja02,2019
9,WAS,Rui Hachimura,Gonzaga,5.0,278,7476,3543.0,1343.0,356.0,0.493,0.371,0.763,26.9,12.7,4.8,1.3,11.3,0.072,-2.2,-0.4,hachiru01,2019
10,ATL,Cam Reddish,Duke,5.0,221,5287,2046.0,612.0,275.0,0.398,0.324,0.833,23.9,9.3,2.8,1.2,2.6,0.023,-3.2,-1.6,reddica01,2019
11,MIN,Cameron Johnson,UNC,5.0,283,7220,3325.0,1095.0,470.0,0.447,0.392,0.83,25.5,11.7,3.9,1.7,17.7,0.118,1.2,5.9,johnsca02,2019
12,CHO,P.J. Washington,Kentucky,5.0,333,10082,4285.0,1840.0,747.0,0.447,0.354,0.705,30.3,12.9,5.5,2.2,12.5,0.059,-1.2,1.9,washipj01,2019
13,MIA,Tyler Herro,Kentucky,5.0,284,9038,5147.0,1403.0,1036.0,0.44,0.385,0.872,31.8,18.1,4.9,3.6,12.5,0.067,-0.1,4.5,herroty01,2019
14,BOS,Romeo Langford,Indiana,4.0,141,2268,650.0,298.0,97.0,0.43,0.288,0.659,16.1,4.6,2.1,0.7,2.0,0.043,-3.4,-0.8,langfro01,2019
15,DET,Sekou Doumbouya,,3.0,96,1639,542.0,267.0,66.0,0.388,0.256,0.693,17.1,5.6,2.8,0.7,-0.4,-0.013,-6.5,-1.8,doumbse01,2019
16,ORL,Chuma Okeke,Auburn,4.0,189,3832,1189.0,704.0,276.0,0.383,0.318,0.789,20.3,6.3,3.7,1.5,4.4,0.055,-1.1,0.9,okekech01,2019
17,BRK,Nickeil Alexander-Walker,Virginia Tech,5.0,299,5869,2485.0,683.0,659.0,0.407,0.354,0.73,19.6,8.3,2.3,2.2,6.0,0.049,-1.5,0.8,alexani01,2019
18,IND,Goga Bitadze,,5.0,249,3175,1230.0,856.0,233.0,0.515,0.245,0.672,12.8,4.9,3.4,0.9,9.1,0.137,0.0,1.6,bitadgo01,2019
19,SAS,Luka Šamanić,,4.0,86,921,384.0,210.0,55.0,0.411,0.247,0.706,10.7,4.5,2.4,0.6,0.0,0.001,-5.6,-0.8,samanlu01,2019
20,BOS,Matisse Thybulle,Washington,5.0,332,6957,1586.0,658.0,360.0,0.435,0.338,0.679,21.0,4.8,2.0,1.1,13.2,0.091,0.7,4.7,thybuma01,2019
21,OKC,Brandon Clarke,Gonzaga,5.0,243,5185,2602.0,1357.0,343.0,0.603,0.286,0.697,21.3,10.7,5.6,1.4,20.2,0.187,2.8,6.2,clarkbr01,2019
22,BOS,Grant Williams,Tennessee,5.0,364,8231,2558.0,1311.0,515.0,0.453,0.377,0.768,22.6,7.0,3.6,1.4,14.8,0.086,-1.9,0.3,willigr01,2019
23,UTA,Darius Bazley,,5.0,237,5536,2113.0,1244.0,282.0,0.414,0.309,0.677,23.4,8.9,5.2,1.2,3.1,0.027,-2.4,-0.6,bazleda01,2019
24,PHI,Ty Jerome,Virginia,5.0,159,2748,1108.0,294.0,411.0,0.421,0.352,0.826,17.3,7.0,1.8,2.6,3.9,0.069,-1.6,0.3,jeromty01,2019
25,POR,Nassir Little,UNC,5.0,237,3735,1313.0,688.0,170.0,0.452,0.33,0.735,15.8,5.5,2.9,0.7,4.7,0.061,-2.6,-0.5,littlna01,2019
26,CLE,Dylan Windler,Belmont,4.0,101,1090,319.0,212.0,78.0,0.425,0.347,0.8,10.8,3.2,2.1,0.8,1.6,0.072,-1.4,0.2,windldy01,2019
27,BRK,Mfiondu Kabengele,Florida State,3.0,55,380,143.0,81.0,19.0,0.383,0.301,0.852,6.9,2.6,1.5,0.3,0.4,0.055,-3.6,-0.2,kabenmf01,2019
28,GSW,Jordan Poole,Michigan,5.0,344,9349,5551.0,907.0,1249.0,0.419,0.336,0.878,27.2,16.1,2.6,3.6,9.3,0.048,-2.2,-0.4,poolejo01,2019
29,SAS,Keldon Johnson,Kentucky,5.0,293,8762,4782.0,1621.0,672.0,0.465,0.358,0.76,29.9,16.3,5.5,2.3,13.5,0.074,-1.3,1.6,johnske04,2019
30,MIL,Kevin Porter Jr.,USC,4.0,196,5928,3008.0,842.0,987.0,0.431,0.357,0.725,30.2,15.3,4.3,5.0,4.0,0.032,-1.6,0.7,porteke02,2019
31,BRK,Nic Claxton,Georgia,5.0,241,6142,2490.0,1882.0,378.0,0.661,0.158,0.544,25.5,10.3,7.8,1.6,21.8,0.17,1.6,5.6,claxtni01,2019
32,PHO,KZ Okpala,Stanford,4.0,98,965,222.0,148.0,47.0,0.409,0.286,0.667,9.8,2.3,1.5,0.5,1.0,0.05,-4.7,-0.7,okpalkz01,2019
33,PHI,Carsen Edwards,Purdue,3.0,72,706,267.0,79.0,52.0,0.364,0.297,0.758,9.8,3.7,1.1,0.7,0.3,0.019,-5.1,-0.5,edwarca01,2019
34,PHI,Bruno Fernando,Maryland,5.0,203,2179,814.0,661.0,143.0,0.544,0.122,0.65,10.7,4.0,3.3,0.7,3.6,0.078,-3.1,-0.6,fernabr01,2019
35,ATL,Didi Louzada,,2.0,12,185,43.0,20.0,8.0,0.326,0.355,1.0,15.4,3.6,1.7,0.7,-0.1,-0.034,-8.1,-0.3,louzama01,2019
36,CHO,Cody Martin,Nevada,5.0,206,4505,1235.0,737.0,475.0,0.442,0.317,0.651,21.9,6.0,3.6,2.3,5.9,0.063,-1.7,0.3,martico01,2019
37,DAL,Deividas Sirvydis,,2.0,23,160,44.0,35.0,6.0,0.3,0.314,0.5,7.0,1.9,1.5,0.3,-0.1,-0.032,-5.9,-0.2,sirvyde01,2019
38,CHI,Daniel Gafford,Arkansas,5.0,321,6263,2796.0,1739.0,317.0,0.711,0.0,0.668,19.5,8.7,5.4,1.0,25.2,0.193,1.5,5.6,gaffoda01,2019
39,NOP,Alen Smailagić,,2.0,29,223,87.0,43.0,17.0,0.463,0.304,0.72,7.7,3.0,1.5,0.6,0.3,0.056,-3.3,-0.1,smailal01,2019
40,SAC,Justin James,Wyoming,2.0,72,542,228.0,62.0,40.0,0.446,0.343,0.544,7.5,3.2,0.9,0.6,0.3,0.024,-3.1,-0.2,jamesju01,2019
41,GSW,Eric Paschall,Villanova,3.0,158,3086,1552.0,509.0,214.0,0.494,0.326,0.758,19.5,9.8,3.2,1.4,5.0,0.078,-2.2,-0.1,pascher01,2019
42,PHI,Admiral Schofield,Tennessee,4.0,131,1372,426.0,215.0,78.0,0.417,0.326,0.782,10.5,3.3,1.6,0.6,1.2,0.043,-4.6,-0.9,schofad01,2019
43,MIN,Jaylen Nowell,Washington,5.0,197,3351,1748.0,425.0,362.0,0.446,0.317,0.798,17.0,8.9,2.2,1.8,4.9,0.07,-1.9,0.1,nowelja01,2019
44,MIA,Bol Bol,Oregon,5.0,166,2302,999.0,605.0,104.0,0.55,0.327,0.745,13.9,6.0,3.6,0.6,4.1,0.086,-0.6,0.8,bolbo01,2019
45,DET,Isaiah Roby,Nebraska,4.0,151,2858,1159.0,667.0,216.0,0.485,0.351,0.675,18.9,7.7,4.4,1.4,4.0,0.068,-2.3,-0.2,robyis01,2019
46,ORL,Talen Horton-Tucker,Iowa State,5.0,247,5218,2430.0,700.0,769.0,0.423,0.293,0.778,21.1,9.8,2.8,3.1,4.9,0.045,-1.9,0.1,hortota01,2019
47,SAC,Ignas Brazdeikis,Michigan,3.0,64,838,318.0,122.0,58.0,0.416,0.315,0.686,13.1,5.0,1.9,0.9,0.4,0.024,-4.9,-0.6,brazdig01,2019
48,LAC,Terance Mann,Florida State,5.0,345,7687,2814.0,1252.0,669.0,0.503,0.373,0.793,22.3,8.2,3.6,1.9,18.5,0.115,-0.7,2.5,mannte01,2019
49,SAS,Quinndary Weatherspoon,Mississippi State,3.0,42,272,88.0,32.0,24.0,0.452,0.188,0.826,6.5,2.1,0.8,0.6,0.2,0.03,-5.5,-0.2,weathqu01,2019
50,IND,Jarrell Brantley,College of Charleston,3.0,41,273,110.0,53.0,29.0,0.457,0.38,0.833,6.7,2.7,1.3,0.7,0.6,0.108,0.0,0.1,brantja01,2019
51,BOS,Tremont Waters,LSU,3.0,40,407,149.0,37.0,85.0,0.354,0.296,0.96,10.2,3.7,0.9,2.1,0.1,0.012,-3.0,-0.1,watertr01,2019
52,CHO,Jalen McDaniels,San Diego State,5.0,248,4543,1699.0,829.0,291.0,0.449,0.322,0.777,18.3,6.9,3.3,1.2,5.3,0.056,-3.3,-1.5,mcdanja01,2019
53,UTA,Justin Wright-Foreman,Hofstra,1.0,4,45,19.0,5.0,7.0,0.35,0.2,0.75,11.3,4.8,1.3,1.8,0.0,-0.008,-9.0,-0.1,wrighju02,2019
54,PHI,Marial Shayok,Iowa State,1.0,4,28,11.0,7.0,1.0,0.25,0.333,0.75,7.0,2.8,1.8,0.3,-0.1,-0.13,-13.0,-0.1,shayoma01,2019
55,NYK,Kyle Guy,Virginia,3.0,53,431,165.0,53.0,50.0,0.361,0.303,0.75,8.1,3.1,1.0,0.9,0.1,0.006,-4.9,-0.3,guyky01,2019
56,LAC,Jaylen Hands,UCLA,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,handsja01,2019
57,NOP,Jordan Bone,Tennessee,2.0,24,249,68.0,28.0,26.0,0.378,0.286,0.0,10.4,2.8,1.2,1.1,0.1,0.01,-5.9,-0.2,bonejo01,2019
58,GSW,Miye Oni,Yale,3.0,80,672,145.0,108.0,37.0,0.35,0.33,0.75,8.4,1.8,1.4,0.5,1.0,0.07,-2.5,-0.1,onimi01,2019
59,TOR,Dewan Hernandez,Miami (FL),1.0,6,28,14.0,14.0,3.0,0.357,0.5,0.6,4.7,2.3,2.3,0.5,0.0,0.043,-9.6,-0.1,hernade01,2019
60,SAC,Vanja Marinković,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,marinva01,2019
1,MIN,Anthony Edwards,Georgia,4.0,302,10392,6920.0,1567.0,1241.0,0.446,0.353,0.793,34.4,22.9,5.2,4.1,16.5,0.076,0.9,7.7,edwaran01,2020
2,GSW,James Wiseman,Memphis,3.0,147,2794,1344.0,829.0,110.0,0.56,0.267,0.681,19.0,9.1,5.6,0.7,4.3,0.073,-3.9,-1.4,wisemja01,2020
3,CHO,LaMelo Ball,,4.0,184,5870,3675.0,1147.0,1364.0,0.427,0.374,0.834,31.9,20.0,6.2,7.4,11.6,0.095,2.8,7.1,ballla01,2020
4,CHI,Patrick Williams,Florida State,4.0,213,5902,2070.0,889.0,280.0,0.469,0.41,0.78,27.7,9.7,4.2,1.3,8.0,0.065,-1.9,0.2,willipa01,2020
5,CLE,Isaac Okoro,Auburn,4.0,279,7693,2371.0,800.0,468.0,0.467,0.347,0.732,27.6,8.5,2.9,1.7,13.5,0.084,-2.2,-0.4,okorois01,2020
6,ATL,Onyeka Okongwu,USC,4.0,233,4847,1972.0,1398.0,226.0,0.64,0.318,0.754,20.8,8.5,6.0,1.0,17.7,0.175,0.2,2.7,okongon01,2020
7,DET,Killian Hayes,,4.0,210,5479,1704.0,619.0,1090.0,0.382,0.277,0.775,26.1,8.1,2.9,5.2,-0.5,-0.004,-3.9,-2.7,hayeski01,2020
8,NYK,Obi Toppin,Dayton,4.0,283,4693,2241.0,913.0,300.0,0.52,0.351,0.768,16.6,7.9,3.2,1.1,12.3,0.126,0.9,3.4,toppiob01,2020
9,WAS,Deni Avdija,,4.0,287,7518,2826.0,1714.0,727.0,0.457,0.327,0.737,26.2,9.8,6.0,2.5,9.1,0.058,-1.9,0.3,avdijde01,2020
10,PHO,Jalen Smith,Maryland,4.0,207,3406,1766.0,1075.0,157.0,0.517,0.335,0.74,16.5,8.5,5.2,0.8,9.1,0.128,-0.4,1.3,smithja04,2020
11,SAS,Devin Vassell,Florida State,4.0,239,6419,3239.0,889.0,605.0,0.444,0.369,0.809,26.9,13.6,3.7,2.5,9.7,0.072,-0.3,2.7,vassede01,2020
12,SAC,Tyrese Haliburton,Iowa State,4.0,260,8547,4483.0,960.0,2274.0,0.478,0.393,0.856,32.9,17.2,3.7,8.7,27.2,0.153,4.5,14.0,halibty01,2020
13,NOP,Kira Lewis Jr.,Alabama,4.0,131,1745,687.0,169.0,233.0,0.397,0.294,0.848,13.3,5.2,1.3,1.8,1.3,0.036,-3.5,-0.6,lewiski01,2020
14,BOS,Aaron Nesmith,Vanderbilt,4.0,243,5054,2029.0,768.0,251.0,0.452,0.374,0.808,20.8,8.3,3.2,1.0,7.6,0.072,-2.2,-0.2,nesmiaa01,2020
15,ORL,Cole Anthony,UNC,4.0,253,6701,3385.0,1168.0,1032.0,0.418,0.343,0.851,26.5,13.4,4.6,4.1,8.9,0.064,-0.7,2.2,anthoco01,2020
16,POR,Isaiah Stewart,Washington,4.0,235,6108,2196.0,1778.0,284.0,0.498,0.348,0.727,26.0,9.3,7.6,1.2,11.1,0.087,-2.2,-0.4,stewais01,2020
17,MIN,Aleksej Pokusevski,,4.0,168,3429,1253.0,778.0,327.0,0.391,0.304,0.702,20.4,7.5,4.6,1.9,-0.2,-0.002,-3.1,-1.0,pokusal01,2020
18,DAL,Josh Green,Arizona,4.0,223,4528,1435.0,605.0,340.0,0.503,0.375,0.689,20.3,6.4,2.7,1.5,7.7,0.082,-2.3,-0.4,greenjo02,2020
19,BRK,Saddiq Bey,Villanova,4.0,292,8804,4103.0,1532.0,538.0,0.408,0.352,0.842,30.2,14.1,5.2,1.8,14.6,0.079,-0.7,2.9,beysa01,2020
20,MIA,Precious Achiuwa,Memphis,4.0,263,5226,2041.0,1496.0,258.0,0.481,0.307,0.608,19.9,7.8,5.7,1.0,9.5,0.087,-2.4,-0.5,achiupr01,2020
